optimizer,total_return,annual_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,avg_turnover,hhi,effective_n,top_3_concentration
inv_vol,0.3645449673967074,0.15766542562079167,0.14591022542085533,0.9434940232853263,1.3754782100448428,-0.12896006115852882,1.2225911201063695,0.0016207529904112747,0.0848678515518865,11.78302480520106,0.26211882781909207
mvo,0.383253365528462,0.16511466315724732,0.16292085069100654,0.8907065151069572,1.4091592463158404,-0.1277439239656696,1.2925441620348288,0.0035684552915068754,0.1430127682269516,6.992382655044251,0.44999999999999996
hybrid,0.37685742572516534,0.16257398236480802,0.1614932138069217,0.8828481333913316,1.3313199105686793,-0.1363820408186373,1.1920483180113217,0.0021575643812682794,0.08134336218232706,12.293566102647075,0.2770463604088818
equal,0.2921527537837114,0.12831912064914408,0.16497581150158125,0.6565757710978489,0.9576627417651482,-0.17533934699797868,0.731833001811187,0.0014658132446308536,0.07500000000000002,13.333333333333329,0.15000000000000002
score_weighted,0.314499885182721,0.1374689489699934,0.21475250309721983,0.5469968790855697,0.8818274442525176,-0.2178712620196128,0.6309641193413495,0.003147033617690507,0.11669086232317316,8.569651299949422,0.4551113943628067
